model iord timeinclumps nclumps
P0 969533 1.97 2
P0 969534 1.90 1
P0 969535 3.43 2
P0 969536 1.21 2
P0 969537 1.99 2
P0 969538 1.97 2
P0 969539 1.90 1
P0 969542 0.69 1
P0 969543 2.81 2
P0 969544 1.37 2
P0 969545 2.50 2
P0 969546 1.30 1
P0 969547 1.30 1
P0 969548 2.59 1
P0 969549 0.69 1
P0 969551 0.60 1
P0 969552 1.30 1
P0 969556 0.69 1
P0 969559 1.30 1
P0 969561 0.60 1
P0 969562 1.99 2
P0 969563 1.99 2
P0 969564 1.37 2
P0 969565 0.60 1
P0 969566 1.99 2
P0 969567 1.30 1
P0 969568 1.37 2
P0 969570 1.29 1
P0 969572 1.29 1
P0 969573 0.69 1
P0 969574 0.60 1
P0 969575 1.99 2
P0 969576 1.30 1
P0 969577 0.68 1
P0 969578 0.69 1
P0 969579 1.99 2
P0 969580 2.59 1
P0 969581 0.60 1
P0 969582 1.05 2
P0 969585 0.69 1
P0 969586 0.69 1
P0 969587 0.68 1
P0 969588 2.59 1
P0 969589 0.60 1
P0 969590 0.60 1
P0 969591 0.60 1
P0 969592 0.69 1
P0 969593 0.69 1
P0 969594 2.58 1
P0 969597 0.69 1
P0 969598 0.69 1
P0 969599 0.69 1
P0 969600 0.45 1
P0 969601 0.69 1
P0 969602 1.37 2
P0 969603 1.99 2
P0 969605 0.69 1
P0 969606 1.28 2
P0 969607 1.29 1
P0 969608 0.69 1
P0 969610 0.69 1
P0 969612 0.69 1
P0 969613 1.29 1
P0 969614 1.13 2
P0 969616 0.69 1
P0 969617 1.37 2
P0 969618 1.29 1
P0 969619 0.45 1
P0 969620 0.69 1
P0 969621 0.69 1
P0 969622 1.29 1
P0 969626 1.29 1
P0 969635 0.84 1
P0 969637 1.30 1
P0 969640 1.30 1
P0 969647 2.13 2
P0 969653 0.68 1
P0 969654 1.30 1
P0 969657 1.29 1
P0 969660 1.98 1
P0 969662 1.30 1
P0 969666 1.30 1
P0 969667 1.30 1
P0 969668 0.61 1
P0 969672 1.98 1
P0 969673 3.04 3
P0 969677 0.68 1
P0 969678 2.82 2
P0 969684 1.98 1
P0 969685 1.90 1
P0 969693 0.61 1
P0 969695 0.68 1
P0 969697 1.90 1
P0 969698 1.30 1
P0 969700 1.29 1
P0 969703 2.59 2
P0 969707 0.68 1
P0 969708 3.79 2
P0 969720 1.30 1
P0 969731 0.61 1
P0 969733 1.30 1
P0 969734 1.90 1
P0 969738 0.60 1
P0 969745 2.58 1
P0 969751 2.96 3
P0 969756 0.60 1
P0 969757 1.98 1
P0 969765 1.30 1
P0 969766 0.84 1
P0 969768 1.99 2
P0 969770 0.60 1
P0 969771 3.19 2
P0 969774 1.99 2
P0 969776 1.30 1
P0 969778 0.68 1
P0 969780 1.30 1
P0 969781 0.60 1
P0 969786 1.30 1
P0 969787 1.90 1
P0 969792 0.68 1
P0 969793 0.60 1
P0 969798 1.90 1
P0 969799 0.61 1
P0 969804 2.67 2
P0 969805 1.37 2
P0 969806 1.30 1
P0 969807 2.58 1
P0 969808 0.68 1
P0 969809 1.30 1
P0 969810 1.98 1
P0 969816 3.20 2
P0 969817 1.74 1
P0 969818 1.90 1
P0 969819 1.30 1
P0 969822 1.98 1
P0 969823 0.60 1
P0 969824 1.89 2
P0 969825 1.29 1
P0 969828 1.30 1
P0 969829 0.60 1
P0 969835 0.60 1
P0 969842 0.68 1
P0 969845 0.68 1
P0 969847 1.29 1
P0 969849 0.68 1
P0 969850 0.68 1
P0 969853 1.90 1
P0 969855 0.68 1
P0 969856 0.45 1
P0 969857 1.29 1
P0 969858 2.58 1
P0 969859 0.61 1
P0 969861 2.58 1
P0 969862 1.97 2
P0 969864 2.58 1
P0 969865 0.68 1
P0 969866 0.68 1
P0 969868 1.29 1
P0 969870 2.58 1
P0 969871 2.58 1
P0 969872 2.58 1
P0 969873 0.68 1
P0 969874 0.61 1
P0 969876 1.98 1
P0 969878 2.58 1
P0 969879 1.29 1
P0 969882 1.74 1
P0 969885 2.58 1
P0 969887 0.68 1
P0 969889 1.90 1
P0 969890 2.81 2
P0 969891 0.68 1
P0 969892 2.58 1
P0 969893 2.58 1
P0 969894 1.29 1
P0 969895 0.68 1
P0 969896 2.58 1
P0 969897 2.58 1
P0 969899 1.90 1
P0 969904 0.68 1
P0 969905 1.29 1
P0 969906 0.68 1
P0 969911 1.97 2
P0 969913 0.84 1
P0 969916 0.68 1
P0 969917 1.97 2
P0 969920 0.61 1
P0 969921 1.90 1
P0 969922 0.68 1
P0 969925 2.58 1
P0 969928 0.68 1
P0 969931 2.58 1
P0 969934 0.68 1
P0 969935 0.68 1
P0 969936 2.58 1
P0 969937 3.87 2
P0 969939 0.68 1
P0 969940 2.58 1
P0 969941 2.58 1
P0 969943 0.68 1
P0 969944 0.68 1
P0 969945 2.58 1
P0 969946 1.29 1
P0 969949 0.68 1
P0 969950 0.68 1
P0 969953 2.58 1
P0 969956 2.58 1
P0 969958 1.29 1
P0 969959 2.58 1
P0 969963 1.90 1
P0 969964 3.46 2
P0 969967 2.58 1
P0 969968 1.29 1
P0 969969 3.19 1
P0 969971 1.90 1
P0 969973 2.58 1
P0 969974 3.87 2
P0 969978 1.90 1
P0 969980 2.58 1
P0 969982 2.58 1
P0 969983 2.58 1
P0 969987 2.58 1
P0 969989 1.90 1
P0 969993 2.58 1
P0 969995 0.68 1
P0 970004 2.58 1
P0 970009 1.29 1
P0 970012 2.58 1
P0 970013 1.90 1
P0 970016 1.29 1
P0 970017 1.29 1
P0 970018 2.58 1
P0 970019 2.58 1
P0 970030 1.74 2
P0 970031 0.68 1
P0 970036 1.29 1
P0 970037 2.58 1
P0 970039 1.29 1
P0 970040 0.45 1
P0 970041 2.58 1
P0 970045 0.68 1
P0 970046 1.97 2
P0 970047 2.58 1
P0 970049 4.03 2
P0 970054 0.68 1
P0 970056 1.97 2
P0 970057 1.90 1
P0 970059 2.58 1
P0 970062 1.29 1
P0 970063 1.29 1
P0 970065 0.68 1
P0 970068 3.03 2
P0 970069 1.97 2
P0 970072 0.68 1
P0 970074 2.58 1
P0 970076 2.58 1
P0 970077 2.58 1
P0 970078 3.87 2
P0 970080 2.58 1
P0 970082 1.97 2
P0 970083 2.58 1
P0 970086 3.19 2
P0 970087 2.58 1
P0 970088 0.68 1
P0 970090 0.68 1
P0 970091 2.58 1
P0 970092 2.58 1
P0 970093 0.61 1
P0 970094 2.58 2
P0 970095 1.97 2
P0 970096 0.68 1
P0 970097 3.03 2
P0 970102 0.68 1
P0 970104 2.58 1
P0 970105 1.29 1
P0 970106 2.58 1
P0 970109 2.58 1
P0 970110 3.03 2
P0 970112 2.58 1
P0 970116 0.68 1
P0 970117 0.68 1
P0 970121 1.97 2
P0 970124 1.90 1
P0 970129 0.68 1
P0 970130 0.61 1
P0 970132 2.42 3
P0 970133 3.03 2
P0 970134 1.90 1
P0 970135 2.58 1
P0 970136 2.58 1
P0 970137 2.58 1
P0 970138 2.58 1
P0 970141 1.97 2
P0 970142 0.68 1
P0 970145 0.61 1
P0 970147 2.58 1
P0 970151 1.29 1
P0 970153 2.58 1
P0 970154 0.68 1
P0 970155 2.58 1
P0 970156 0.68 1
P0 970157 0.68 1
P0 970158 1.29 1
P0 970159 1.29 1
P0 970160 1.90 1
P0 970161 2.58 1
P0 970163 2.58 1
P0 970165 0.61 1
P0 970166 0.68 1
P0 970171 0.68 1
P0 970174 1.90 1
P0 970176 2.58 1
P0 970177 0.68 1
P0 970178 3.03 2
P0 970180 2.58 1
P0 970181 0.68 1
P0 970182 0.68 1
P0 970183 1.29 1
P0 970186 1.29 1
P0 970187 1.29 1
P0 970188 1.29 1
P0 970190 1.97 2
P0 970191 2.58 1
P0 970194 1.29 1
P0 970195 1.29 1
P0 970196 4.32 2
P0 970197 1.29 1
P0 970201 2.58 1
P0 970202 2.58 1
P0 970204 0.68 1
P0 970206 2.58 1
P0 970207 2.58 1
P0 970208 2.58 1
P0 970211 0.84 1
P0 970213 2.58 1
P0 970214 1.97 2
P0 970219 2.58 1
P0 970220 1.29 1
P0 970222 1.90 1
P0 970223 2.58 1
P0 970224 1.29 1
P0 970225 2.58 1
P0 970227 0.68 1
P0 970228 2.58 1
P0 970230 2.58 1
P0 970231 0.68 1
P0 970234 1.29 1
P0 970236 2.58 1
P0 970238 2.58 1
P0 970240 1.90 1
P0 970241 1.29 1
P0 970243 2.58 1
P0 970245 2.58 1
P0 970246 0.61 1
P0 970248 2.58 1
P0 970249 1.97 2
P0 970250 0.68 1
P0 970251 1.29 1
P0 970252 3.03 2
P0 970255 0.68 1
P0 970256 1.29 1
P0 970257 1.90 1
P0 970258 0.84 1
P0 970263 0.68 1
P0 970266 2.58 1
P0 970267 1.97 2
P0 970268 1.90 1
P0 970269 0.61 1
P0 970270 1.29 1
P0 970271 1.29 1
P0 970272 0.68 1
P0 970273 1.90 1
P0 970274 2.58 1
P0 970276 2.58 1
P0 970280 1.29 1
P0 970281 2.58 1
P0 970283 2.58 1
P0 970284 1.29 1
P0 970285 1.97 2
P0 970287 1.29 1
P0 970289 2.35 2
P0 970290 1.90 1
P0 970291 1.29 1
P0 970293 1.29 1
P0 970295 1.90 1
P0 970303 1.29 1
P0 970305 1.29 1
P0 970306 1.90 1
P0 970307 0.68 1
P0 970309 1.29 1
P0 970310 1.90 1
P0 970312 1.97 2
P0 970314 2.42 2
P0 970319 2.58 1
P0 970321 0.68 1
P0 970322 1.90 1
P0 970324 2.58 1
P0 970325 0.68 1
P0 970326 1.29 1
P0 970327 1.90 1
P0 970328 2.58 1
P0 970329 1.29 1
P0 970330 1.29 1
P0 970331 2.58 1
P0 970332 2.58 1
P0 970333 1.29 1
P0 970334 0.68 1
P0 970337 1.90 1
P0 970338 2.58 1
P0 970340 2.58 1
P0 970341 3.87 1
P0 970345 1.90 1
P0 970346 2.58 1
P0 970348 2.13 2
P0 970349 1.90 1
P0 970350 2.58 1
P0 970351 2.58 1
P0 970353 2.58 1
P0 970355 0.68 1
P0 970357 1.29 1
P0 970364 0.68 1
P0 970365 0.68 1
P0 970366 2.58 1
P0 970369 2.58 1
P0 970370 1.29 1
P0 970372 2.58 1
P0 970373 0.68 1
P0 970374 1.90 1
P0 970375 1.90 1
P0 970377 1.97 2
P0 970378 2.58 1
P0 970382 2.58 1
P0 970386 0.68 1
P0 970387 4.32 2
P0 970389 1.90 1
P0 970390 2.58 1
P0 970392 2.58 1
P0 970393 3.00 2
P0 970394 0.68 1
P0 970397 2.58 1
P0 970399 0.84 1
P0 970402 2.58 1
P0 970403 2.13 2
P0 970408 2.58 1
P0 970409 2.58 1
P0 970412 2.58 1
P0 970413 0.68 1
P0 970415 0.61 1
P0 970417 2.58 1
P0 970418 2.58 1
P0 970419 1.97 2
P0 970420 2.58 1
P0 970424 1.29 1
P0 970427 2.58 1
P0 970428 2.58 1
P0 970431 1.90 1
P0 970432 0.84 1
P0 970433 0.61 1
P0 970434 3.46 2
P0 970436 1.97 2
P0 970437 2.58 1
P0 970438 1.29 1
P0 970443 2.58 1
P0 970444 2.58 1
P0 970445 2.58 1
P0 970446 0.68 1
P0 970447 2.58 1
P0 970450 2.58 1
P0 970453 1.90 1
P0 970456 1.56 2
P0 970457 1.97 2
P0 970460 2.58 1
P0 970461 2.58 1
P0 970462 0.68 1
P0 970463 0.61 1
P0 970464 1.90 1
P0 970465 1.90 1
P0 970466 0.68 1
P0 970467 0.61 1
P0 970470 1.90 1
P0 970471 1.29 1
P0 970472 2.58 1
P0 970473 2.58 1
P0 970474 1.90 1
P0 970475 1.97 2
P0 970477 1.29 1
P0 970479 0.61 1
P0 970482 2.58 1
P0 970483 1.97 2
P0 970484 2.58 1
P0 970485 2.58 1
P0 970486 1.97 2
P0 970488 2.58 1
P0 970490 1.29 1
P0 970491 0.68 1
P0 970492 1.97 2
P0 970494 1.97 2
P0 970495 0.45 1
P0 970496 2.58 1
P0 970497 1.90 1
P0 970500 1.97 2
P0 970501 2.58 1
P0 970502 2.35 2
P0 970503 1.97 2
P0 970504 2.58 1
P0 970506 1.29 1
P0 970507 0.68 1
P0 970509 1.29 1
P0 970510 1.29 1
P0 970512 0.68 1
P0 970513 0.68 1
P0 970514 1.90 1
P0 970516 1.90 1
P0 970520 1.97 2
P0 970523 2.58 1
P0 970524 1.90 1
P0 970528 2.58 1
P0 970530 2.58 1
P0 970531 2.58 1
P0 970535 2.58 1
P0 970538 1.90 1
P0 970540 1.90 1
P0 970542 1.90 1
P0 970543 1.29 1
P0 970546 1.90 1
P0 970547 0.68 1
P0 970548 1.90 1
P0 970552 2.58 1
P0 970553 2.58 1
P0 970554 0.68 1
P0 970556 0.68 1
P0 970557 2.58 1
P0 970559 1.29 1
P0 970560 1.29 1
P0 970561 0.68 1
P0 970563 1.90 1
P0 970565 0.68 1
P0 970567 2.58 1
P0 970568 1.29 1
P0 970569 1.90 1
P0 970570 0.68 1
P0 970571 2.58 1
P0 970572 2.74 1
P0 970573 1.97 2
P0 970575 0.68 1
P0 970576 2.58 1
P0 970577 1.29 1
P0 970582 1.29 1
P0 970583 1.90 1
P0 970584 1.90 1
P0 970585 0.68 1
P0 970586 0.68 1
P0 970588 2.58 1
P0 970589 1.90 1
P0 970591 1.90 1
P0 970592 2.58 1
P0 970594 2.58 1
P0 970595 0.68 1
P0 970597 2.58 1
P0 970598 0.61 1
P0 970601 0.68 1
P0 970602 0.68 1
P0 970603 2.58 1
P0 970605 1.29 1
P0 970606 2.58 1
P0 970607 1.29 1
P0 970608 2.58 1
P0 970609 1.29 1
P0 970611 1.97 2
P0 970615 0.61 1
P0 970616 0.61 1
P0 970617 1.97 2
P0 970618 2.58 1
P0 970619 0.68 1
P0 970620 2.58 1
P0 970622 0.61 1
P0 970623 0.68 1
P0 970627 1.90 1
P0 970629 1.90 1
P0 970632 2.58 1
P0 970633 1.29 1
P0 970637 1.29 1
P0 970638 1.97 2
P0 970644 0.68 1
P0 970647 1.90 1
P0 970649 0.61 1
P0 970650 2.58 1
P0 970651 1.90 1
P0 970653 2.58 1
P0 970655 2.58 1
P0 970660 1.97 2
P0 970661 2.58 1
P0 970662 1.29 1
P0 970664 2.58 1
P0 970665 2.58 1
P0 970666 2.58 1
P0 970667 0.68 1
P0 970668 0.68 1
P0 970669 2.58 1
P0 970671 0.61 1
P0 970672 1.90 1
P0 970673 1.90 1
P0 970675 2.58 1
P0 970680 1.10 2
P0 970681 1.29 1
P0 970683 2.58 1
P0 970684 0.61 1
P0 970685 1.29 1
P0 970686 0.68 1
P0 970687 2.58 1
P0 970688 1.90 1
P0 970690 2.58 1
P0 970691 3.03 2
P0 970693 1.52 2
P0 970697 1.90 1
P0 970698 2.58 1
P0 970702 3.42 1
P0 970704 1.29 1
P0 970705 0.84 1
P0 970706 3.87 2
P0 970707 2.58 1
P0 970708 0.68 1
P0 970709 1.90 1
P0 970710 1.29 1
P0 970712 1.29 1
P0 970713 2.58 1
P0 970715 2.58 1
P0 970716 2.58 1
P0 970717 2.58 1
P0 970720 2.58 1
P0 970721 1.97 2
P0 970723 1.97 2
P0 970725 2.58 1
P0 970731 1.97 2
P0 970732 2.58 1
P0 970734 1.29 1
P0 970735 0.61 1
P0 970736 2.58 1
P0 970740 2.58 1
P0 970741 2.58 1
P0 970745 2.58 1
P0 970747 1.29 1
P0 970748 0.68 1
P0 970749 0.61 1
P0 970751 2.58 1
P0 970752 1.90 1
P0 970753 0.68 1
P0 970755 1.90 1
P0 970757 1.90 1
P0 970758 1.90 1
P0 970759 2.58 1
P0 970760 0.68 1
P0 970761 1.90 1
P0 970762 1.97 2
P0 970765 2.58 1
P0 970767 0.68 1
P0 970768 3.91 3
P0 970770 0.68 1
P0 970771 1.29 1
P0 970774 1.29 1
P0 970776 2.58 1
P0 970778 1.97 2
P0 970779 1.29 1
P0 970780 0.68 1
P0 970781 3.88 2
P0 970782 0.68 1
P0 970784 2.58 1
P0 970785 1.97 2
P0 970786 1.29 1
P0 970788 1.97 2
P0 970791 3.26 3
P0 970792 2.58 1
P0 970793 2.58 1
P0 970794 1.97 2
P0 970795 1.90 1
P0 970798 3.03 2
P0 970800 1.29 1
P0 970802 2.58 1
P0 970803 0.68 1
P0 970804 4.10 3
P0 970805 0.68 1
P0 970807 2.74 1
P0 970809 2.58 1
P0 970812 1.97 2
P0 970813 1.29 1
P0 970815 1.90 1
P0 970816 2.58 1
P0 970818 1.90 1
P0 970823 2.58 1
P0 970825 1.29 1
P0 970827 0.68 1
P0 970829 2.58 1
P0 970830 2.58 1
P0 970831 0.68 1
P0 970832 0.68 1
P0 970833 1.97 2
P0 970835 1.29 1
P0 970836 2.58 1
P0 970837 0.68 1
P0 970839 0.68 1
P0 970840 2.58 1
P0 970843 3.87 1
P0 970844 1.29 1
P0 970845 1.97 2
P0 970846 1.90 1
P0 970848 2.58 1
P0 970849 1.97 2
P0 970850 2.58 1
P0 970853 0.68 1
P0 970854 0.68 1
P0 970857 0.68 1
P0 970858 2.58 1
P0 970859 1.71 2
P0 970860 0.61 1
P0 970861 1.29 1
P0 970863 2.13 1
P0 970866 1.90 1
P0 970869 2.58 1
P0 970870 0.68 1
P0 970871 0.68 1
P0 970872 0.68 1
P0 970873 2.58 1
P0 970876 1.97 2
P0 970878 2.58 1
P0 970879 0.68 1
P0 970880 0.68 1
P0 970881 1.13 2
P0 970882 1.29 1
P0 970883 2.58 2
P0 970884 0.68 1
P0 970885 0.68 1
P0 970886 0.61 1
P0 970888 2.58 1
P0 970890 1.29 1
P0 970894 2.74 1
P0 970895 2.58 1
P0 970896 2.58 1
P0 970901 1.29 1
P0 970902 1.97 2
P0 970903 1.29 1
P0 970904 2.58 1
P0 970905 3.87 2
P0 970906 0.61 1
P0 970915 0.68 1
P0 970917 2.58 1
P0 970918 0.68 1
P0 970919 2.58 1
P0 970921 1.74 1
P0 970922 0.61 1
P0 970923 2.42 3
P0 970924 2.58 1
P0 970926 2.58 1
P0 970928 2.58 1
P0 970929 0.68 1
P0 970934 0.68 1
P0 970935 0.68 1
P0 970936 1.97 2
P0 970938 0.68 1
P0 970941 0.61 1
P0 970944 2.58 1
P0 970946 1.29 1
P0 970947 1.90 1
P0 970949 1.90 1
P0 970950 1.90 1
P0 970959 1.90 1
P0 970961 0.68 1
P0 970970 1.29 1
P0 970971 1.90 1
P0 970974 2.58 1
P0 970975 1.90 1
P0 970976 0.61 1
P0 970978 1.90 1
P0 970979 2.58 1
P0 970980 2.58 1
P0 970982 3.46 2
P0 970983 1.90 1
P0 970984 1.90 1
P0 970988 0.68 1
P0 970990 0.84 1
P0 970993 2.58 1
P0 970994 0.61 1
P0 970996 0.68 1
P0 970997 1.90 1
P0 971004 2.58 1
P0 971007 1.29 1
P0 971008 2.58 1
P0 971009 1.29 1
P0 971011 0.68 1
P0 971013 1.29 1
P0 971014 0.68 1
P0 971016 2.58 1
P0 971018 1.90 1
P0 971019 1.29 1
P0 971021 1.29 1
P0 971023 2.58 1
P0 971024 1.29 1
P0 971025 2.35 2
P0 971027 2.58 1
P0 971028 2.58 1
P0 971030 1.97 2
P0 971031 0.68 1
P0 971034 0.61 1
P0 971035 2.58 1
P0 971036 0.68 1
P0 971037 1.90 1
P0 971041 0.68 1
P0 971044 0.61 1
P0 971045 0.68 1
P0 971046 2.58 2
P0 971047 0.61 1
P0 971051 2.58 1
P0 971053 3.42 1
P0 971054 0.68 1
P0 971055 3.42 1
P0 971056 2.58 1
P0 971058 3.64 2
P0 971060 0.68 1
P0 971061 1.29 1
P0 971062 0.61 1
P0 971063 1.97 2
P0 971065 1.90 1
P0 971067 0.68 1
P0 971071 1.97 2
P0 971072 5.16 1
P0 971073 2.58 1
P0 971074 1.97 2
P0 971075 0.68 1
P0 971077 2.58 1
P0 971079 1.29 1
P0 971080 1.29 1
P0 971083 2.58 1
P0 971085 1.29 1
P0 971086 0.68 1
P0 971087 2.58 1
P0 971088 2.58 1
P0 971089 3.42 1
P0 971091 2.58 1
P0 971093 2.58 1
P0 971094 1.29 1
P0 971096 1.29 1
P0 971097 2.58 1
P0 971099 2.58 1
P0 971101 2.58 1
P0 971102 0.68 1
P0 971103 1.29 1
P0 971104 2.58 1
P0 971106 0.61 1
P0 971109 1.97 2
P0 971110 2.58 1
P0 971111 1.29 1
P0 971113 2.58 1
P0 971114 0.61 1
P0 971117 3.87 2
P0 971121 1.90 1
P0 971122 2.58 1
P0 971124 0.68 1
P0 971125 0.68 1
P0 971126 2.58 1
P0 971129 1.97 2
P0 971134 2.58 1
P0 971135 0.68 1
P0 971136 2.58 1
P0 971142 2.58 1
P0 971143 2.58 1
P0 971145 0.68 1
P0 971146 0.68 1
P0 971147 0.68 1
P0 971149 2.58 1
P0 971150 1.29 1
P0 971151 2.58 2
P0 971156 1.90 1
P0 971157 1.29 1
P0 971159 2.62 2
P0 971160 1.97 2
P0 971161 0.68 1
P0 971163 2.58 1
P0 971164 0.61 1
P0 971167 2.58 1
P0 971168 0.68 1
P0 971169 0.68 1
P0 971171 1.97 2
P0 971172 0.42 1
P0 971174 3.42 1
P0 971176 2.58 1
P0 971177 2.58 1
P0 971178 1.29 1
P0 971181 2.58 1
P0 971183 2.58 1
P0 971185 2.58 1
P0 971186 2.58 1
P0 971187 2.58 1
P0 971192 1.90 1
P0 971193 2.58 1
P0 971197 1.90 1
P0 971198 1.29 1
P0 971200 0.61 1
P0 971203 1.29 1
P0 971205 2.42 2
P0 971207 1.29 1
P0 971211 2.58 1
P0 971214 3.26 3
P0 971215 1.90 1
P0 971216 2.58 1
P0 971217 1.29 1
P0 971220 1.29 1
P0 971221 2.58 1
P0 971222 1.29 1
P0 971223 1.97 2
P0 971225 2.58 1
P0 971229 1.90 1
P0 971231 1.29 1
P0 971232 2.58 1
P0 971233 1.97 2
P0 971235 2.58 1
P0 971236 2.58 1
P0 971237 1.29 1
P0 971239 0.68 1
P0 971240 2.58 1
P0 971241 2.58 1
P0 971243 1.97 2
P0 971245 0.68 1
P0 971246 2.13 1
P0 971247 0.61 1
P0 971250 2.58 1
P0 971252 2.58 1
P0 971253 2.58 1
P0 971254 0.68 1
P0 971255 2.58 1
P0 971257 0.68 1
P0 971258 2.58 1
P0 971259 2.58 1
P0 971260 1.90 1
P0 971261 0.68 1
P0 971264 0.68 1
P0 971265 0.68 1
P0 971269 1.97 2
P0 971270 1.29 1
P0 971271 3.42 1
P0 971272 2.58 1
P0 971275 1.90 1
P0 971276 1.29 1
P0 971277 0.68 1
P0 971278 2.58 1
P0 971279 2.58 1
P0 971281 2.58 1
P0 971283 0.68 1
P0 971284 2.58 1
P0 971285 2.58 1
P0 971286 1.29 1
P0 971287 0.68 1
P0 971289 1.13 2
P0 971291 0.68 1
P0 971292 2.58 1
P0 971293 2.58 1
P0 971296 2.58 1
P0 971297 0.61 1
P0 971298 0.68 1
P0 971299 1.90 1
P0 971302 2.58 1
P0 971303 2.58 1
P0 971304 2.58 1
P0 971305 1.52 2
P0 971306 0.45 1
P0 971307 0.68 1
P0 971310 4.48 1
P0 971311 1.90 1
P0 971312 0.68 1
P0 971313 2.58 1
P0 971316 2.58 1
P0 971317 2.58 1
P0 971318 2.58 1
P0 971319 1.90 1
P0 971320 2.58 1
P0 971321 1.29 1
P0 971326 0.61 1
P0 971327 0.61 1
P0 971329 2.58 1
P0 971331 1.29 1
P0 971333 1.29 1
P0 971334 1.90 1
P0 971335 1.29 1
P0 971336 2.58 1
P0 971338 2.58 1
P0 971339 2.58 1
P0 971340 1.97 2
P0 971341 1.29 1
P0 971342 3.87 2
P0 971344 0.68 1
P0 971345 0.68 1
P0 971347 2.58 1
P0 971348 0.61 1
P0 971349 1.97 2
P0 971353 2.58 1
P0 971356 0.88 1
P0 971357 0.88 1
P0 971359 1.45 2
P0 971368 2.58 1
P0 971370 2.58 1
P0 971371 1.29 1
P0 971374 0.84 1
P0 971376 2.58 1
P0 971377 0.68 1
P0 971382 2.58 1
P0 971385 0.88 1
P0 971388 1.29 1
P0 971389 0.68 1
P0 971390 0.68 1
P0 971394 0.61 1
P0 971396 0.61 1
P0 971399 1.71 2
P0 971401 2.58 1
P0 971402 0.68 1
P0 971405 1.75 2
P0 971406 3.42 1
P0 971407 0.61 1
P0 971408 1.29 1
P0 971411 0.84 1
P0 971413 2.58 1
P0 971414 0.84 1
P0 971417 2.62 2
P0 971419 1.52 2
P0 971422 2.58 1
P0 971425 1.29 1
P0 971427 1.29 1
P0 971430 1.29 1
P0 971433 1.29 1
P0 971436 1.29 1
P0 971437 1.97 2
P0 971438 0.68 1
P0 971442 2.58 1
P0 971448 1.97 2
P0 971449 1.29 1
P0 971453 1.29 1
P0 971460 1.90 1
P0 971461 1.90 1
P0 971462 1.90 1
P0 971467 1.90 1
P0 971469 0.68 1
P0 971472 0.61 1
P0 971473 1.90 1
P0 971474 0.61 1
P0 971475 0.68 1
P0 971481 0.61 1
P0 971484 3.27 3
P0 971485 2.58 1
P0 971490 0.68 1
P0 971491 2.58 1
P0 971496 0.68 1
P0 971497 1.97 2
P0 971498 2.58 1
P0 971502 1.97 2
P0 971503 1.97 2
P0 971504 0.68 1
P0 971505 2.58 1
P0 971508 0.61 1
P0 971509 2.58 1
P0 971512 1.29 1
P0 971515 0.68 1
P0 971516 2.58 1
P0 971520 1.90 1
P0 971522 2.58 1
P0 971524 0.45 1
P0 971527 1.90 1
P0 971532 1.29 1
P0 971533 1.97 2
P0 971538 0.68 1
P0 971540 0.68 1
P0 971544 2.58 1
P0 971545 3.26 3
P0 971546 0.61 1
P0 971550 2.58 1
P0 971551 0.68 1
P0 971552 0.68 1
P0 971553 0.84 1
P0 971556 0.68 1
P0 971557 1.29 1
P0 971563 0.61 1
P0 971568 0.88 1
P0 971574 0.84 1
P0 971576 2.58 1
P0 971582 2.58 1
P0 971590 2.58 1
P0 971594 1.74 1
P0 971596 1.74 1
P0 971602 3.00 1
P0 971604 0.84 1
P0 971610 1.74 1
P0 971636 2.58 1
P0 971640 1.71 2
P0 971652 1.29 1
P0 971683 2.58 1
P0 971689 0.84 1
P0 971695 2.17 2
P0 971762 1.30 1
P0 972218 3.19 2
P0 972220 0.61 1
P0 972224 1.29 1
P0 972230 1.90 2
P0 972231 0.61 1
P0 972233 0.61 1
P0 972236 0.61 1
P0 972237 0.61 1
P0 972243 0.61 1
P0 972248 0.61 1
P0 972249 0.61 1
P0 972255 1.90 1
P0 972256 1.29 1
P0 972263 1.29 1
P0 972267 1.90 1
P0 972268 1.90 1
P0 972273 0.61 1
P0 972278 0.61 1
P0 972280 1.90 1
P0 972281 1.45 2
P0 972285 0.61 1
P0 972287 0.61 1
P0 972290 0.61 1
P0 972296 1.90 1
P0 972297 1.90 1
P0 972298 0.61 1
P0 972303 0.61 1
P0 972305 1.29 1
P0 972310 1.90 1
P0 972311 1.29 1
P0 972321 1.90 1
P0 972322 2.13 1
P0 972323 1.90 1
P0 972326 0.61 1
P0 972327 1.90 1
P0 972329 0.61 1
P0 972332 1.29 1
P0 972341 1.29 1
P0 972346 1.29 1
P0 972350 1.29 1
P0 972356 0.61 1
P0 972358 1.29 1
P0 972359 1.29 1
P0 972364 1.90 1
P0 972365 1.97 2
P0 972368 0.61 1
P0 972369 1.90 1
P0 972375 0.61 1
P0 972376 0.61 1
P0 972381 1.74 2
P0 972389 1.29 1
P0 972393 1.90 1
P0 972394 0.61 1
P0 972395 0.61 1
P0 972400 1.90 1
P0 972401 1.30 1
P0 972407 0.61 1
P0 972412 2.74 1
P0 972417 0.61 1
P0 972423 0.61 1
P0 972425 1.29 1
P0 972429 1.29 1
P0 972430 1.90 1
P0 972433 0.45 1
P0 972434 1.98 2
P0 972436 0.60 1
P0 972440 1.90 1
P0 972441 2.59 1
P0 972444 0.45 1
P0 972445 1.30 1
P0 972446 1.82 2
