model iord timeinclumps nclumps
P0 482656 2.58 1
P0 482657 1.74 1
P0 482659 1.74 1
P0 482662 3.00 1
P0 482663 1.26 2
P0 482664 1.97 2
P0 482666 1.90 1
P0 482667 1.29 1
P0 482668 0.84 1
P0 482671 0.68 1
P0 482673 3.00 1
P0 482674 1.29 1
P0 482677 2.58 1
P0 482680 2.62 2
P0 482681 0.84 1
P0 482683 0.68 1
P0 482686 1.74 1
P0 482687 0.84 1
P0 482689 1.29 1
P0 482690 2.58 1
P0 482691 1.29 1
P0 482692 3.03 2
P0 482694 1.90 1
P0 482696 0.61 1
P0 482697 2.58 1
P0 482698 1.97 2
P0 482700 2.58 1
P0 482701 0.61 1
P0 482702 2.58 1
P0 482703 1.29 1
P0 482704 1.97 2
P0 482706 1.90 1
P0 482709 2.58 1
P0 482710 2.58 1
P0 482716 0.61 1
P0 482717 1.29 1
P0 482718 0.68 1
P0 482719 1.97 2
P0 482720 2.58 1
P0 482721 0.68 1
P0 482722 1.90 1
P0 482724 0.68 1
P0 482729 1.29 1
P0 482731 1.97 2
P0 482733 0.68 1
P0 482735 2.58 1
P0 482736 3.87 2
P0 482738 1.29 1
P0 482740 0.68 1
P0 482743 1.97 2
P0 482744 2.58 1
P0 482747 0.68 1
P0 482748 1.74 2
P0 482750 0.61 1
P0 482753 3.87 2
P0 482754 2.58 1
P0 482755 4.55 2
P0 482756 3.42 1
P0 482757 2.58 1
P0 482759 0.68 1
P0 482761 0.42 1
P0 482762 2.58 1
P0 482763 2.58 1
P0 482764 2.58 1
P0 482765 2.58 1
P0 482767 2.58 1
P0 482770 1.30 1
P0 482771 0.88 1
P0 482773 2.58 1
P0 482775 2.58 1
P0 482776 0.45 1
P0 482779 2.58 1
P0 482780 1.74 1
P0 482781 1.74 1
P0 482783 0.45 1
P0 482784 1.74 1
P0 482785 2.58 1
P0 482786 2.58 1
P0 482787 2.13 2
P0 482790 1.74 1
P0 482791 2.17 2
P0 482794 1.74 1
P0 482795 0.84 1
P0 482797 2.58 1
P0 482799 0.45 1
P0 482800 2.58 1
P0 482802 3.46 2
P0 482803 1.29 1
P0 482805 1.74 1
P0 482806 2.58 1
P0 482807 1.71 2
P0 482808 0.84 1
P0 482809 1.71 2
P0 482810 1.29 1
P0 482811 2.58 1
P0 482812 0.84 1
P0 482813 2.58 1
P0 482814 2.58 1
P0 482816 2.58 1
P0 482818 0.84 1
P0 482819 2.58 1
P0 482820 1.29 1
P0 482821 2.58 1
P0 482823 0.84 1
P0 482824 2.62 2
P0 482829 1.74 1
P0 482830 2.58 1
P0 482832 1.71 2
P0 482835 2.17 2
P0 482839 1.29 1
P0 482840 0.84 1
P0 482841 1.29 1
P0 482846 3.46 2
P0 482847 1.71 1
P0 482851 2.58 1
P0 482852 1.74 1
P0 482854 2.58 1
P0 482855 1.29 1
P0 482858 1.74 1
P0 482860 2.58 1
P0 482863 2.58 1
P0 482864 2.58 1
P0 482867 3.46 2
P0 482869 2.58 1
P0 482872 2.58 1
P0 482873 2.58 1
P0 482874 2.58 1
P0 482876 2.14 2
P0 482877 1.74 1
P0 482879 2.62 2
P0 482881 2.58 1
P0 482883 0.84 1
P0 482884 2.58 1
P0 482885 0.84 1
P0 482887 2.58 1
P0 482888 1.29 1
P0 482892 1.71 2
P0 482893 2.13 2
P0 482898 1.71 2
P0 482899 2.58 1
P0 482900 1.29 1
P0 482901 2.58 1
P0 482902 2.58 1
P0 482904 2.58 1
P0 482905 2.13 2
P0 482907 1.74 1
P0 482908 2.58 1
P0 482910 1.29 1
P0 482911 1.72 2
P0 482917 2.58 1
P0 482918 1.74 1
P0 482919 2.14 2
P0 482920 0.88 1
P0 482922 2.58 1
P0 482924 2.58 1
P0 482929 2.58 1
P0 482933 2.55 2
P0 482934 0.88 1
P0 482938 0.88 1
P0 482939 2.58 1
P0 482942 1.72 2
P0 482944 2.58 1
P0 482946 0.68 1
P0 482947 2.74 1
P0 482948 3.46 2
P0 482952 1.97 2
P0 482953 2.58 1
P0 482954 1.71 2
P0 482955 0.84 1
P0 482956 2.58 1
P0 482957 2.58 1
P0 482958 1.71 2
P0 482959 0.45 1
P0 482960 2.58 1
P0 482963 2.58 1
P0 482964 2.58 1
P0 482966 0.84 1
P0 482970 2.58 1
P0 482971 2.58 1
P0 482972 2.17 2
P0 482974 3.46 2
P0 482976 3.00 1
P0 482977 2.17 2
P0 482981 1.74 1
P0 482985 1.71 2
P0 482986 2.58 1
P0 482987 2.58 1
P0 482989 0.45 1
P0 482991 1.29 1
P0 482992 2.58 1
P0 482993 2.58 1
P0 482996 0.84 1
P0 482997 1.29 1
P0 483000 1.29 1
P0 483002 0.42 1
P0 483004 3.46 2
P0 483006 1.74 1
P0 483009 0.84 1
P0 483010 2.58 1
P0 483011 2.58 1
P0 483013 2.58 1
P0 483015 2.58 1
P0 483018 1.29 1
P0 483022 2.59 2
P0 483026 1.29 1
P0 483027 0.84 1
P0 483028 2.58 1
P0 483029 1.29 1
P0 483030 2.58 1
P0 483031 2.58 1
P0 483032 2.58 1
P0 483033 1.74 1
P0 483036 2.17 2
P0 483038 0.84 1
P0 483039 1.29 1
P0 483040 2.58 1
P0 483043 0.88 1
P0 483044 3.46 2
P0 483046 1.30 1
P0 483047 0.84 1
P0 483048 0.84 1
P0 483052 0.84 1
P0 483053 2.58 1
P0 483054 2.13 2
P0 483055 0.84 1
P0 483056 2.58 1
P0 483058 1.30 1
P0 483060 1.29 1
P0 483065 2.58 1
P0 483068 1.29 1
P0 483069 2.58 1
P0 483071 0.84 1
P0 483077 0.84 1
P0 483079 1.29 1
P0 483080 1.74 1
P0 483081 1.76 1
P0 483082 1.29 1
P0 483083 0.45 1
P0 483085 2.58 1
P0 483087 2.58 1
P0 483089 1.71 2
P0 483091 0.45 1
P0 483093 2.14 2
P0 483095 0.84 1
P0 483096 1.29 1
P0 483097 1.74 1
P0 483100 1.74 1
P0 483101 0.45 1
P0 483103 0.45 1
P0 483104 2.58 1
P0 483106 2.58 1
P0 483110 1.29 1
P0 483111 2.13 2
P0 483112 2.58 1
P0 483114 2.58 1
P0 483115 1.74 1
P0 483116 0.84 1
P0 483117 1.71 2
P0 483118 0.88 1
P0 483119 3.46 2
P0 483120 1.72 2
P0 483121 1.29 1
P0 483125 2.58 1
P0 483127 2.58 1
P0 483128 0.84 1
P0 483130 2.58 1
P0 483134 1.26 2
P0 483139 2.58 1
P0 483140 2.58 1
P0 483141 2.58 1
P0 483143 2.17 2
P0 483144 1.74 1
P0 483145 2.59 2
P0 483147 1.74 1
P0 483150 0.84 1
P0 483151 2.58 1
P0 483154 2.58 1
P0 483155 1.30 1
P0 483157 1.74 1
P0 483159 0.84 1
P0 483160 2.58 1
P0 483161 0.45 1
P0 483163 3.46 2
P0 483164 1.74 1
P0 483166 1.29 1
P0 483169 1.29 1
P0 483170 0.42 1
P0 483171 2.16 1
P0 483172 1.74 1
P0 483174 0.45 1
P0 483175 1.74 1
P0 483178 0.88 1
P0 483179 2.58 1
P0 483182 2.58 1
P0 483183 1.30 1
P0 483186 2.58 1
P0 483187 0.84 1
P0 483192 1.29 1
P0 483193 2.58 1
P0 483196 1.30 1
P0 483197 2.58 1
P0 483198 2.58 1
P0 483199 2.58 1
P0 483200 2.58 1
P0 483201 2.58 1
P0 483204 2.58 1
P0 483207 0.88 1
P0 483209 1.29 1
P0 483210 1.29 1
P0 483211 1.74 1
P0 483212 3.46 2
P0 483213 1.29 1
P0 483214 3.46 2
P0 483215 0.84 1
P0 483216 0.88 1
P0 483217 3.43 2
P0 483218 1.74 1
P0 483220 0.88 1
P0 483221 0.88 1
P0 483223 2.58 1
P0 483224 3.46 2
P0 483225 1.74 1
P0 483228 1.29 1
P0 483229 1.74 1
P0 483234 1.29 1
P0 483237 1.29 1
P0 483238 2.58 1
P0 483243 1.33 2
P0 483245 0.84 1
P0 483253 1.29 1
P0 483256 2.58 1
P0 483260 2.17 2
P0 483261 0.84 1
P0 483263 1.29 1
P0 483264 2.58 1
P0 483266 0.84 1
P0 483268 2.58 1
P0 483269 0.87 2
P0 483273 0.45 1
P0 483274 1.26 2
P0 483277 2.58 1
P0 483278 2.17 2
P0 483279 1.29 1
P0 483282 1.74 1
P0 483283 0.84 1
P0 483287 0.84 1
P0 483289 1.72 2
P0 483291 1.74 1
P0 483292 1.74 1
P0 483296 3.46 2
P0 483299 1.74 1
P0 483300 0.45 1
P0 483303 1.29 1
P0 483305 2.58 1
P0 483306 2.62 2
P0 483309 1.74 1
P0 483310 1.29 1
P0 483311 2.58 1
P0 483313 0.84 1
P0 483315 2.58 1
P0 483316 2.58 1
P0 483318 2.58 1
P0 483321 2.58 1
P0 483322 1.74 1
P0 483323 2.58 1
P0 483324 1.74 1
P0 483328 0.84 1
P0 483330 0.45 1
P0 483332 1.29 1
P0 483335 2.58 1
P0 483336 1.29 1
P0 483339 2.58 1
P0 483343 2.58 1
P0 483344 1.29 1
P0 483345 0.84 1
P0 483346 1.29 1
P0 483347 1.29 1
P0 483348 2.58 1
P0 483349 0.45 1
P0 483350 1.29 1
P0 483351 2.17 2
P0 483352 2.58 1
P0 483355 1.29 1
P0 483356 2.58 1
P0 483357 2.58 1
P0 483358 2.58 1
P0 483359 3.46 2
P0 483360 3.04 1
P0 483361 2.58 1
P0 483364 1.29 1
P0 483365 2.58 1
P0 483367 1.71 2
P0 483369 2.58 1
P0 483370 0.84 1
P0 483373 2.58 1
P0 483375 2.13 2
P0 483378 2.58 1
P0 483381 2.58 1
P0 483382 1.74 1
P0 483387 2.58 1
P0 483389 2.58 1
P0 483401 1.26 2
P0 483402 0.84 1
P0 483407 2.13 2
P0 483408 2.58 1
P0 483410 2.58 1
P0 483413 1.29 1
P0 483415 0.42 1
P0 483416 2.17 2
P0 483418 0.88 1
P0 483419 0.84 1
P0 483421 2.58 1
P0 483422 3.00 1
P0 483423 0.84 1
P0 483424 2.58 1
P0 483426 1.29 1
P0 483427 3.46 2
P0 483429 2.58 1
P0 483435 1.29 1
P0 483437 1.74 1
P0 483438 1.29 1
P0 483439 2.13 2
P0 483444 3.46 2
P0 483445 2.58 1
P0 483447 0.84 1
P0 483449 0.84 1
P0 483453 0.45 1
P0 483459 2.58 1
P0 483460 2.58 1
P0 483462 0.84 1
P0 483463 2.17 2
P0 483466 0.84 1
P0 483468 1.71 2
P0 483471 2.58 1
P0 483473 2.13 2
P0 483474 0.84 1
P0 483476 2.58 1
P0 483478 1.29 1
P0 483480 0.84 1
P0 483482 0.88 1
P0 483491 2.58 1
P0 483493 2.16 1
P0 483495 1.26 2
P0 483496 2.58 1
P0 483498 1.74 1
P0 483505 0.45 1
P0 483506 2.58 1
P0 483508 0.84 1
P0 483509 0.84 1
P0 483514 1.29 1
P0 483516 0.84 1
P0 483518 3.88 1
P0 483522 2.58 1
P0 483527 1.29 1
P0 483528 0.84 1
P0 483529 0.87 2
P0 483530 0.84 1
P0 483531 2.58 1
P0 483535 1.29 1
P0 483536 2.58 1
P0 483539 0.88 1
P0 483541 2.58 1
P0 483542 0.84 1
P0 483543 0.42 1
P0 483547 0.42 1
P0 483549 1.29 1
P0 483551 1.29 1
P0 483553 1.29 1
P0 483556 1.33 2
P0 483558 0.88 1
P0 483559 2.58 1
P0 483561 2.58 1
P0 483562 0.42 1
P0 483563 2.13 2
P0 483565 2.58 1
P0 483566 1.29 1
P0 483569 1.29 1
P0 483570 2.58 1
P0 483571 0.42 1
P0 483574 1.74 1
P0 483579 2.14 2
P0 483580 2.58 1
P0 483585 0.45 1
P0 483587 2.58 1
P0 483589 0.84 1
P0 483592 1.29 1
P0 483593 2.58 1
P0 483598 2.13 2
P0 483599 1.30 1
P0 483600 1.74 1
P0 483601 2.58 1
P0 483603 0.45 1
P0 483604 2.58 1
P0 483606 0.84 1
P0 483607 2.17 2
P0 483608 1.26 2
P0 483609 3.46 2
P0 483610 0.84 1
P0 483611 0.84 1
P0 483613 2.58 1
P0 483614 0.84 1
P0 483615 0.45 1
P0 483616 2.16 1
P0 483617 3.00 1
P0 483618 0.45 1
P0 483621 0.88 1
P0 483622 1.29 1
P0 483623 2.58 1
P0 483625 0.84 1
P0 483628 2.58 1
P0 483629 0.45 1
P0 483630 1.29 1
P0 483633 1.74 1
P0 483635 0.84 1
P0 483636 2.62 2
P0 483637 1.74 1
P0 483638 1.72 2
P0 483641 2.58 1
P0 483642 1.29 1
P0 483644 2.58 1
P0 483645 2.55 2
P0 483647 0.42 1
P0 483648 2.58 1
P0 483649 0.84 1
P0 483651 2.58 1
P0 483652 1.29 1
P0 483653 2.58 1
P0 483655 0.45 1
P0 483658 1.29 1
P0 483659 1.74 1
P0 483663 2.58 1
P0 483664 1.72 2
P0 483665 2.58 1
P0 483666 2.58 1
P0 483668 1.29 1
P0 483671 1.71 2
P0 483673 0.45 1
P0 483674 1.71 2
P0 483676 1.74 1
P0 483679 2.62 2
P0 483685 2.58 1
P0 483686 1.26 2
P0 483687 1.29 1
P0 483689 0.84 1
P0 483691 2.13 2
P0 483692 2.58 1
P0 483698 1.74 1
P0 483699 1.29 1
P0 483700 2.58 1
P0 483703 2.58 1
P0 483708 0.45 1
P0 483709 3.00 1
P0 483711 0.87 2
P0 483712 0.84 1
P0 483713 2.14 2
P0 483714 2.17 2
P0 483717 2.58 1
P0 483719 2.58 1
P0 483721 0.84 1
P0 483722 2.58 1
P0 483723 1.29 1
P0 483724 2.58 1
P0 483725 2.58 1
P0 483726 1.29 1
P0 483727 2.13 2
P0 483728 2.58 1
P0 483729 0.45 1
P0 483736 1.74 1
P0 483737 2.58 1
P0 483738 1.29 1
P0 483739 2.58 1
P0 483741 3.46 2
P0 483742 1.29 1
P0 483744 2.58 1
P0 483745 3.00 1
P0 483748 2.58 1
P0 483749 2.59 2
P0 483751 2.58 1
P0 483752 2.58 1
P0 483753 0.84 1
P0 483755 1.72 2
P0 483756 1.29 1
P0 483757 1.30 1
P0 483760 1.29 1
P0 483761 2.59 1
P0 483762 1.74 1
P0 483765 0.84 1
P0 483766 1.33 2
P0 483769 2.58 1
P0 483770 2.58 1
P0 483773 1.71 2
P0 483774 2.58 1
P0 483776 2.58 1
P0 483777 2.17 2
P0 483780 2.58 1
P0 483781 2.58 1
P0 483783 1.74 1
P0 483785 1.74 1
P0 483786 0.84 1
P0 483789 2.58 1
P0 483792 1.74 1
P0 483793 1.29 1
P0 483795 0.84 1
P0 483796 2.58 1
P0 483800 2.58 1
P0 483804 1.74 1
P0 483805 2.58 1
P0 483807 0.88 1
P0 483809 2.58 1
P0 483813 3.46 2
P0 483814 2.58 1
P0 483815 0.84 1
P0 483816 2.58 1
P0 483817 2.58 1
P0 483818 1.29 1
P0 483819 0.84 1
P0 483820 2.17 2
P0 483821 2.58 1
P0 483823 2.58 1
P0 483824 2.13 2
P0 483826 3.88 1
P0 483830 2.55 2
P0 483831 1.74 1
P0 483832 2.58 1
P0 483833 0.84 1
P0 483834 1.29 1
P0 483835 1.29 1
P0 483840 2.58 1
P0 483841 2.58 1
P0 483842 2.58 1
P0 483844 1.74 1
P0 483845 2.58 1
P0 483846 1.74 1
P0 483848 0.88 1
P0 483850 1.29 1
P0 483851 1.72 2
P0 483852 2.58 1
P0 483856 2.58 1
P0 483857 2.58 1
P0 483858 3.46 2
P0 483859 1.74 1
P0 483860 2.58 1
P0 483862 2.58 1
P0 483864 1.74 1
P0 483865 2.58 1
P0 483866 3.46 2
P0 483867 2.58 1
P0 483869 1.74 1
P0 483870 0.84 1
P0 483871 3.00 1
P0 483874 0.84 1
P0 483875 2.58 1
P0 483879 2.58 1
P0 483880 1.29 1
P0 483881 1.29 1
P0 483882 0.84 1
P0 483883 2.58 1
P0 483884 0.84 1
P0 483887 2.58 1
P0 483889 0.84 1
P0 483890 2.58 1
P0 483891 0.84 1
P0 483892 3.00 1
P0 483894 2.13 2
P0 483896 1.74 1
P0 483900 0.45 1
P0 483901 1.74 1
P0 483904 1.71 2
P0 483905 1.74 1
P0 483907 0.45 1
P0 483908 1.26 2
P0 483909 2.58 1
P0 483910 0.42 1
P0 483911 2.58 1
P0 483914 0.45 1
P0 483915 1.74 1
P0 483916 1.29 1
P0 483918 2.58 1
P0 483919 2.58 1
P0 483921 2.13 2
P0 483923 0.84 1
P0 483928 1.29 1
P0 483929 1.29 1
P0 483930 1.29 1
P0 483931 2.58 1
P0 483932 1.74 1
P0 483933 0.84 1
P0 483934 2.16 1
P0 483937 2.58 1
P0 483942 3.46 2
P0 483943 0.84 1
P0 483944 2.58 1
P0 483947 1.74 1
P0 483948 1.29 1
P0 483950 2.58 1
P0 483951 2.58 1
P0 483952 2.58 1
P0 483953 0.84 1
P0 483955 0.84 1
P0 483958 1.29 1
P0 483959 1.74 1
P0 483960 2.58 1
P0 483961 2.58 1
P0 483963 2.58 1
P0 483964 0.84 1
P0 483965 2.62 2
P0 483967 0.84 1
P0 483968 3.46 2
P0 483971 1.74 1
P0 483976 1.29 1
P0 483977 0.84 1
P0 483978 2.59 1
P0 483979 0.84 1
P0 483980 2.58 1
P0 483981 2.13 2
P0 483982 0.45 1
P0 483983 2.58 1
P0 483985 0.45 1
P0 483986 0.84 1
P0 483987 2.58 1
P0 483988 0.84 1
P0 483991 2.13 2
P0 483992 1.29 1
P0 483993 1.74 1
P0 483994 2.58 1
P0 483995 2.58 1
P0 483996 2.58 1
P0 483997 2.58 1
P0 483999 2.58 1
P0 484000 2.58 1
P0 484001 0.88 1
P0 484002 2.58 1
P0 484003 0.84 1
P0 484009 0.84 1
P0 484010 2.58 1
P0 484011 3.46 2
P0 484013 0.84 1
P0 484014 2.58 1
P0 484015 2.58 1
P0 484020 2.58 1
P0 484021 1.29 1
P0 484022 2.58 1
P0 484024 2.58 1
P0 484026 2.58 1
P0 484028 2.13 2
P0 484031 0.84 1
P0 484033 2.58 1
P0 484034 2.13 2
P0 484035 0.84 1
P0 484036 2.58 1
P0 484040 1.74 1
P0 484044 2.58 1
P0 484045 2.58 1
P0 484048 2.58 1
P0 484052 1.74 1
P0 484053 1.74 1
P0 484054 0.87 2
P0 484056 2.58 1
P0 484057 0.84 1
P0 484062 2.58 1
P0 484068 1.29 1
P0 484074 1.26 2
P0 484076 1.71 2
P0 484080 1.74 1
P0 484086 2.58 1
P0 484087 1.29 1
P0 484092 2.17 2
P0 484093 2.58 1
P0 484099 0.84 1
P0 484100 2.58 1
P0 484104 1.71 2
P0 484105 2.17 2
P0 484106 0.42 1
P0 484107 2.58 1
P0 484110 2.58 1
P0 484111 1.30 1
P0 484112 2.58 1
P0 484114 2.58 1
P0 484116 1.71 2
P0 484118 1.29 1
P0 484122 2.14 2
P0 484129 0.84 1
P0 484131 2.13 2
P0 484134 2.58 1
P0 484137 1.74 1
P0 484141 2.58 1
P0 484146 1.29 1
P0 484147 1.71 1
P0 484150 0.45 1
P0 484153 0.45 1
P0 484154 2.58 1
P0 484164 0.84 1
P0 484165 1.74 1
P0 484166 1.74 1
P0 484168 0.84 1
P0 484170 0.84 1
P0 484171 1.29 1
P0 484174 1.74 1
P0 484176 0.84 1
P0 484178 0.84 1
P0 484179 2.58 1
P0 484182 1.29 1
P0 484184 1.74 1
P0 484185 2.17 2
P0 484187 2.58 1
P0 484188 0.88 1
P0 484190 1.71 2
P0 484191 1.29 1
P0 484192 1.29 1
P0 484196 2.58 1
P0 484200 2.58 1
P0 484201 1.74 1
P0 484202 3.46 2
P0 484203 2.17 2
P0 484205 1.29 1
P0 484207 1.29 1
P0 484208 2.58 1
P0 484211 1.75 2
P0 484213 1.74 1
P0 484214 1.74 1
P0 484216 2.58 1
P0 484219 3.88 1
P0 484220 1.29 1
P0 484223 1.29 1
P0 484224 2.14 2
P0 484225 1.29 1
P0 484226 0.84 1
P0 484227 3.46 2
P0 484230 1.29 1
P0 484233 1.72 2
P0 484236 1.29 1
P0 484237 2.58 1
P0 484239 2.17 2
P0 484240 0.84 1
P0 484243 2.58 1
P0 484244 2.13 2
P0 484246 0.42 1
P0 484247 2.58 1
P0 484248 1.74 1
P0 484250 1.74 1
P0 484252 2.13 2
P0 484254 1.29 1
P0 484255 0.84 1
P0 484256 2.58 1
P0 484258 1.74 1
P0 484260 2.58 1
P0 484261 2.58 1
P0 484262 3.00 1
P0 484267 0.84 1
P0 484269 2.58 1
P0 484270 0.84 1
P0 484707 1.90 1
P0 484719 0.61 1
P0 484738 0.61 1
P0 484744 1.90 1
P0 484750 2.58 1
P0 484755 1.29 1
P0 484756 0.61 1
P0 484761 0.61 1
P0 484768 1.90 1
P0 484781 0.61 1
P0 484791 1.90 1
P0 484799 0.61 1
P0 484810 0.61 1
P0 484834 1.90 1
P0 484835 0.45 1
P0 484840 1.90 1
P0 484846 2.35 2
P0 484856 1.90 1
P0 484862 1.90 1
P0 484864 0.61 1
P0 484865 0.61 1
P0 484881 1.90 1
P0 484885 0.61 1
P0 484887 1.29 1
P0 484893 2.58 2
P0 484898 1.90 1
P0 484911 0.45 1
P0 484912 1.29 1
P0 484926 1.29 1
P0 484936 1.29 1
P0 484943 1.56 2
P0 484956 1.97 2
P0 484959 1.30 1
P0 484960 0.68 1
P0 484963 0.61 1
P0 484974 0.88 1
P0 484990 0.68 1
P0 484993 1.30 1
P0 484994 0.68 1
P0 484995 1.30 1
P0 484996 1.30 1
P0 485001 1.98 1
P0 485003 1.30 1
P0 485006 0.68 1
P0 485007 1.97 2
P0 485021 0.68 1
P0 485029 3.88 1
P0 485030 1.30 1
P0 485031 1.98 1
P0 485035 1.30 1
P0 485036 1.30 1
P0 485037 1.30 1
P0 485038 1.90 1
P0 485044 1.29 1
P0 485045 1.30 1
P0 485057 0.68 1
P0 485065 1.98 1
P0 485066 0.68 1
P0 485069 0.68 1
P0 485070 1.98 1
P0 485072 1.91 2
P0 485073 1.98 1
P0 485075 1.90 1
P0 485077 0.61 1
P0 485078 1.30 1
P0 485080 3.88 1
P0 485081 1.30 1
P0 485083 0.68 1
P0 485084 1.98 1
P0 485085 1.30 1
P0 485101 1.30 1
P0 485104 1.13 2
P0 485105 0.68 1
P0 485106 0.68 1
P0 485107 1.98 1
P0 485109 0.60 1
P0 485111 1.30 1
P0 485115 1.30 1
P0 485116 1.30 1
P0 485117 3.04 3
P0 485119 0.68 1
P0 485122 1.30 1
P0 485123 1.30 1
P0 485125 0.68 1
P0 485126 1.91 2
P0 485132 0.68 1
P0 485143 1.30 1
P0 485144 1.30 1
P0 485145 1.30 1
P0 485146 1.30 1
P0 485147 1.98 1
P0 485148 1.30 1
P0 485149 2.14 2
P0 485151 1.97 2
P0 485157 1.98 1
P0 485163 0.68 1
P0 485165 3.26 3
P0 485169 0.84 1
P0 485177 1.98 1
P0 485181 0.61 1
P0 485187 1.30 1
P0 485189 1.30 1
P0 485190 1.30 1
P0 485191 1.30 1
P0 485192 1.30 1
P0 485193 1.91 2
P0 485194 1.98 1
P0 485195 1.30 1
P0 485196 0.68 1
P0 485200 1.98 1
P0 485203 2.58 2
P0 485204 0.61 1
P0 485208 2.58 1
P0 485209 0.68 1
P0 485210 0.84 1
P0 485213 1.30 1
P0 485215 0.45 1
P0 485219 1.29 1
P0 485224 0.68 1
P0 485226 0.42 1
P0 485227 1.30 1
P0 485228 1.30 1
P0 485230 1.30 1
P0 485231 1.30 1
P0 485232 1.98 1
P0 485233 3.20 2
P0 485234 1.30 1
P0 485236 0.68 1
P0 485237 1.98 1
P0 485238 1.30 1
P0 485240 0.68 1
P0 485241 0.61 1
P0 485244 1.21 2
P0 485245 1.90 1
P0 485246 1.29 1
P0 485247 0.68 1
P0 485250 1.30 1
P0 485252 0.84 1
P0 485261 2.14 2
P0 485262 0.61 1
P0 485265 1.30 1
P0 485266 1.98 1
P0 485267 1.98 1
P0 485268 1.30 1
P0 485269 1.30 1
P0 485270 1.98 1
P0 485271 3.88 1
P0 485273 1.30 1
P0 485274 1.30 1
P0 485275 1.30 1
P0 485276 1.30 1
P0 485279 1.30 1
P0 485280 1.30 1
P0 485282 1.90 1
P0 485283 2.58 1
P0 485286 1.90 1
P0 485289 1.98 1
P0 485292 1.91 2
P0 485297 0.68 1
P0 485298 1.30 1
P0 485302 1.30 1
P0 485303 1.98 1
P0 485304 0.68 1
P0 485305 0.84 1
P0 485308 0.68 1
P0 485312 1.98 1
P0 485313 1.30 1
P0 485314 1.30 1
P0 485316 2.51 2
P0 485317 2.59 1
P0 485318 1.90 1
P0 485319 1.90 1
P0 485320 1.30 1
P0 485321 1.29 1
P0 485322 1.90 1
P0 485323 1.28 2
P0 485324 2.58 1
P0 485325 0.60 1
P0 485326 0.60 1
P0 485327 1.98 1
P0 485328 1.90 1
P0 485329 0.60 1
P0 485330 1.90 1
P0 485331 0.61 1
P0 485334 1.10 2
P0 485336 0.68 1
P0 485345 1.30 1
P0 485347 0.68 1
P0 485348 1.30 1
P0 485350 0.68 1
P0 485352 0.61 1
P0 485353 0.68 1
P0 485354 1.30 1
P0 485355 0.68 1
P0 485356 1.29 1
P0 485359 1.29 1
P0 485360 1.30 1
P0 485361 1.30 1
P0 485365 1.30 1
P0 485366 1.30 1
P0 485367 1.30 1
P0 485371 1.29 1
P0 485372 1.98 1
P0 485373 1.30 1
P0 485374 1.30 1
P0 485378 0.68 1
P0 485379 1.30 1
P0 485380 1.30 1
P0 485381 1.30 1
P0 485382 0.68 1
P0 485383 1.29 1
P0 485384 2.58 1
P0 485386 0.68 1
P0 485388 1.30 1
P0 485389 1.30 1
P0 485396 1.98 1
P0 485397 1.30 1
P0 485401 2.14 2
P0 485402 1.30 1
P0 485403 0.68 1
P0 485404 1.75 2
P0 485406 1.30 1
P0 485407 1.30 1
P0 485409 0.84 1
P0 485414 1.30 1
P0 485415 1.30 1
P0 485416 0.84 1
P0 485419 0.68 1
P0 485420 1.97 2
P0 485422 1.29 1
P0 485423 1.30 1
P0 485425 0.68 1
P0 485430 0.68 1
P0 485431 1.30 1
P0 485433 1.29 1
P0 485437 1.30 1
P0 485439 1.30 1
P0 485440 2.59 1
P0 485443 1.30 1
P0 485444 1.91 2
P0 485446 1.30 1
P0 485450 3.71 3
P0 485451 1.30 1
P0 485452 1.30 1
P0 485453 1.30 1
P0 485455 2.13 1
P0 485457 1.30 1
P0 485458 1.45 2
P0 485466 1.30 1
P0 485467 3.20 2
P0 485468 1.30 1
P0 485470 3.19 2
P0 485473 1.30 1
P0 485474 2.58 1
P0 485482 0.84 1
P0 485484 3.43 2
P0 485490 0.61 1
P0 485493 1.30 1
P0 485496 1.29 1
P0 485502 1.30 1
P0 485509 1.29 1
P0 485510 2.59 2
P0 485514 1.30 1
P0 485516 1.30 1
P0 485517 0.68 1
P0 485520 1.30 1
P0 485522 1.30 1
P0 485523 1.30 1
P0 485527 1.30 1
P0 485528 1.30 1
P0 485529 1.30 1
P0 485531 0.84 1
P0 485540 1.33 2
P0 485544 1.30 1
P0 485545 1.30 1
P0 485550 1.98 1
P0 485551 1.91 2
P0 485552 0.68 1
P0 485553 0.68 1
P0 485554 1.29 1
P0 485556 1.30 1
P0 485559 1.30 1
P0 485564 1.30 1
P0 485573 0.61 1
P0 485574 1.29 1
P0 485578 0.60 1
P0 485579 0.84 1
P0 485580 0.68 1
P0 485584 2.58 1
P0 485592 0.61 1
P0 485593 1.98 1
P0 485596 0.61 1
P0 485598 0.68 1
P0 485600 1.30 1
P0 485601 1.30 1
P0 485602 0.68 1
P0 485605 1.90 1
P0 485609 0.60 1
P0 485613 1.28 2
P0 485614 1.28 2
P0 485615 1.75 2
P0 485619 0.68 1
P0 485620 2.51 2
P0 485621 2.35 2
P0 485626 1.30 1
P0 485627 0.60 1
P0 485639 1.30 1
P0 485641 1.90 1
P0 485642 0.60 1
P0 485644 1.30 1
P0 485646 1.30 1
P0 485648 0.60 1
P0 485650 1.30 1
P0 485651 1.30 1
